,movielens_Id,genre,imdbId,tmdbId,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,tomatoMeter,tomatoRating,tomatoConsensus,tomatoUserRating,tomatoImage,DVD,Production,tomatoFresh,Website,tomatoRotten,tomatoUserReviews,tomatoUserMeter,BoxOffice,tomatoReviews,tomatoURL,sentiment_polarity
1658,49396,Adventure|Comedy|Musical,365830,2179.0,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers -- a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",R,True,English,Tenacious D in The Pick of Destiny,"USA, Germany","Jack Black, Kyle Gass, Liam Lynch",55.0,6.8,Liam Lynch,22 Nov 2006,"Jack Black, Kyle Gass, JR Reed, Ronnie James Dio",2006,"Adventure, Comedy, Music",2 nominations.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMDA3OTc4MV5BMl5BanBnXkFtZTcwNzE5NjkzMQ@@._V1_SX300.jpg,"86,617",tt0365830,54.0,5.7,Tenacious D fan will find this movie hilarious; everybody else will see only a low-brow concept movie and a small assembly of jokes stretched past the 100 minute mark.,3.3,rotten,27 Feb 2007,New Line Cinema,65,http://tenaciousdmovie.com/,55,436052,67.0,"$8,199,999.00",120,http://www.rottentomatoes.com/m/tenacious_d_in_the_pick_of_destiny/,-0.01
1659,49524,Drama,762121,2447.0,A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,PG,True,English,The Nativity Story,USA,Mike Rich,52.0,6.8,Catherine Hardwicke,01 Dec 2006,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass, Shaun Toub",2006,"Drama, Family, Fantasy",3 wins &amp; 3 nominations.,101 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MDM4MzM4Nl5BMl5BanBnXkFtZTcwNTczNzUzMQ@@._V1_SX300.jpg,"8,210",tt0762121,38.0,5.3,The Nativity Story is a dull retelling of a well-worn tale with the look and feel of a high-school production.,3.5,rotten,20 Mar 2007,New Line Cinema,49,http://www.thenativitystory.com/,80,82770,75.0,"$37,617,947.00",129,http://www.rottentomatoes.com/m/nativity_story/,-0.291666666667
1660,49526,Comedy,480271,10032.0,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",R,True,English,Van Wilder 2: The Rise of Taj,USA,"David Drew Gallagher, Brent Goldberg (characters), David Wagner (characters)",21.0,4.8,Mort Nathan,01 Dec 2006,"Kal Penn, Lauren Cohan, Daniel Percival, Glen Barry",2006,"Comedy, Romance",1 nomination.,97 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTA0MzA2OV5BMl5BanBnXkFtZTcwMjA2MzA0MQ@@._V1_SX300.jpg,"19,351",tt0480271,7.0,2.7,"A low-brow comedy, minus the comedy.",2.9,rotten,27 Mar 2007,MGM,3,http://www.riseoftaj.com,42,142558,38.0,"$4,300,000.00",45,http://www.rottentomatoes.com/m/van_wilder_2/,-0.1
1661,49528,Adventure|Drama|Horror|Mystery|Thriller,454970,9796.0,A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.,R,True,"English, Portuguese",Turistas,USA,Michael Arlen Ross,36.0,5.3,John Stockwell,01 Dec 2006,"Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew",2006,"Horror, Mystery, Thriller",1 win &amp; 1 nomination.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzIzODc3MF5BMl5BanBnXkFtZTcwMjg1NTY0MQ@@._V1_SX300.jpg,"31,529",tt0454970,16.0,3.8,Beautiful scenery and cinematography can't save Turistas from its wooden acting and stale and predictable plot.,2.7,rotten,27 Mar 2007,Fox Atomic,17,http://www.myspace.com/turistasmovie,87,83455,28.0,"$6,908,651.00",104,http://www.rottentomatoes.com/m/turistas/,0.03
1662,49530,Action|Adventure|Crime|Drama|Thriller|War,450259,1372.0,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",R,True,"English, Mende, Afrikaans",Blood Diamond,"Germany, USA","Charles Leavitt (screenplay), Charles Leavitt (story), C. Gaby Mitchell (story)",64.0,8.0,Edward Zwick,08 Dec 2006,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers",2006,"Adventure, Drama, History",Nominated for 5 Oscars. Another 8 wins &amp; 26 nominations.,143 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SX300.jpg,"408,339",tt0450259,62.0,6.3,Blood Diamond overcomes poor storytelling with its biting commentary and fine performances.,4.0,fresh,20 Mar 2007,Warner Bros. Pictures,131,http://www.blooddiamondmovie.com/,80,567737,90.0,"$57,300,000.00",211,http://www.rottentomatoes.com/m/blood_diamond/,0.00833333333333
1663,49642,Children|Comedy,488658,18147.0,A group of unaccompanied minors bond while snowed in at the midwestern Hoover International Airport during the holiday season and ultimately create a makeshift holiday themselves.,PG,True,"English, Spanish",Unaccompanied Minors,USA,"Jacob Meszaros, Mya Stark",43.0,5.1,Paul Feig,08 Dec 2006,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Dyllan Christopher",2006,"Adventure, Comedy, Family",1 win &amp; 3 nominations.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDY2NDYwOV5BMl5BanBnXkFtZTcwNDc5OTYzMQ@@._V1_SX300.jpg,"8,505",tt0488658,31.0,4.5,"Unaccompanied Minors, while featuring credible performances by its mostly young cast, is simply a rehash of other, funnier movies.",3.2,rotten,07 Aug 2007,Warner Bros.,27,http://unaccompaniedminors.warnerbros.com,61,45436,53.0,"$16,614,132.00",88,http://www.rottentomatoes.com/m/unaccompanied_minors/,0.08125
1665,49647,Children|Comedy|Drama|Fantasy,413895,9986.0,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",G,True,English,Charlotte's Web,"USA, Germany, Australia","Susannah Grant (screenplay), Karey Kirkpatrick (screenplay), Earl Hamner Jr. (film story), E.B. White (book)",68.0,6.4,Gary Winick,15 Dec 2006,"Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey",2006,"Comedy, Family, Fantasy",9 wins &amp; 11 nominations.,97 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_SX300.jpg,"28,473",tt0413895,78.0,7.0,"Kids will be entertained by the straightforward plot and cute animals, and adults will be charmed by how quiet and humble the production is, a fine translation of E.B. White's genteel prose.",3.3,certified,03 Apr 2007,Paramount Pictures,112,http://www.charlotteswebmovie.com/,31,379667,62.0,"$82,100,000.00",143,http://www.rottentomatoes.com/m/charlottes_web/,0.181944444444
1666,49651,Action|Drama,479143,1246.0,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",PG,True,"English, Spanish",Rocky Balboa,USA,"Sylvester Stallone, Sylvester Stallone (characters)",63.0,7.2,Sylvester Stallone,20 Dec 2006,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes",2006,"Drama, Sport",3 nominations.,102 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTUzNDE3NV5BMl5BanBnXkFtZTcwODczMzkzMQ@@._V1_SX300.jpg,"164,812",tt0479143,76.0,6.5,"Implausible but entertaining and poignant, Rocky Balboa finds the champ in fighting form for the first time in years.",3.5,certified,20 Mar 2007,MGM,134,http://www.rocky.com/,42,514668,76.0,"$70,147,850.00",176,http://www.rottentomatoes.com/m/rocky_balboa/,0.25
1667,49666,Drama|Fantasy|Romance,422295,18615.0,"Turning her back on her wealthy, established family, Diane Arbus falls in love with Lionel Sweeney, an enigmatic mentor who introduces Arbus to the marginalized people who help her become one of the most revered photographers of the twentieth century.",R,True,English,Fur: An Imaginary Portrait of Diane Arbus,USA,"Erin Cressida Wilson, Patricia Bosworth (book)",50.0,6.5,Steven Shainberg,20 Oct 2006,"Nicole Kidman, Robert Downey Jr., Ty Burrell, Harris Yulin",2006,"Biography, Drama, Romance",2 wins.,122 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjg2MTM0NTIxOF5BMl5BanBnXkFtZTcwNDkzMDgzMQ@@._V1_SX300.jpg,"13,364",tt0422295,32.0,4.9,This portrait of a groundbreaking photographer lacks the daring of its subject.,3.4,rotten,08 May 2007,Picturehouse,35,http://www.furmovie.com/,75,19263,63.0,"$148,913.00",110,http://www.rottentomatoes.com/m/fur/,-0.166666666667
1668,49772,Drama|Romance,446755,14202.0,"A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife.",PG-13,True,"Mandarin, English, French",The Painted Veil,"China, USA, Canada","Ron Nyswaner (screenplay), W. Somerset Maugham (novel)",69.0,7.5,John Curran,19 Jan 2007,"Catherine An, Bin Li, Bin Wu, Alan David",2006,"Drama, Romance",Won 1 Golden Globe. Another 8 wins &amp; 11 nominations.,125 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzODg4MjU4OF5BMl5BanBnXkFtZTYwNDAzNTU3._V1_SX300.jpg,"78,448",tt0446755,74.0,7.1,"Visually, The Painted Veil has all the trappings of a stuffy period drama, but Norton's and Watts's deft portrayals of imperfect, complicated characters give the film a modern-day spark.",3.9,certified,08 May 2007,Warner Independent Pictures,107,http://wip.warnerbros.com/paintedveil/,37,55069,85.0,"$7,932,205.00",144,http://www.rottentomatoes.com/m/painted_veil/,0.0333333333333
1669,49793,Drama,758794,11170.0,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",PG,True,English,We Are Marshall,USA,"Jamie Linden (screenplay), Cory Helms (story), Jamie Linden (story)",53.0,7.1,McG,22 Dec 2006,"Matthew McConaughey, Matthew Fox, Anthony Mackie, David Strathairn",2006,"Drama, Sport",1 nomination.,131 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDczNTg5MF5BMl5BanBnXkFtZTcwNDMwMzEzMw@@._V1_SX300.jpg,"47,642",tt0758794,49.0,5.8,"Matthew McConaughey almost runs We Are Marshall to the end zone, but can't stop it from taking the easy, feel-good route in memorializing this historic event in American sports.",3.6,rotten,18 Sep 2007,Warner Bros. Pictures,61,http://wearemarshall-themovie.com/,63,202622,79.0,"$43,532,294.00",124,http://www.rottentomatoes.com/m/we_are_marshall/,0.144444444444
1670,49822,Drama|Thriller,343737,1247.0,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,R,True,"English, Spanish, Russian, German, Lingala",The Good Shepherd,USA,Eric Roth,61.0,6.7,Robert De Niro,22 Dec 2006,"Matt Damon, Angelina Jolie, Alec Baldwin, Tammy Blanchard",2006,"Drama, History, Thriller",Nominated for 1 Oscar. Another 2 wins &amp; 11 nominations.,167 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjExMzA1Nl5BMl5BanBnXkFtZTgwMzIxNzQxMTE@._V1_SX300.jpg,"87,846",tt0343737,54.0,6.1,"Though ambitious and confidently directed by Robert De Niro, The Good Shepherd is ultimately a tedious drama that holds few surprises and succumbs to self-seriousness.",3.1,rotten,03 Apr 2007,Universal Pictures,89,http://www.thegoodshepherdmovie.com/,77,182081,51.0,"$59,839,040.00",166,http://www.rottentomatoes.com/m/good_shepherd/,0.15
1671,49824,Drama|Musical,443489,1125.0,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",PG-13,True,English,Dreamgirls,USA,"Bill Condon (screenplay), Tom Eyen (book)",76.0,6.5,Bill Condon,25 Dec 2006,"Jamie Foxx, Beyoncé Knowles, Eddie Murphy, Danny Glover",2006,"Drama, Music, Musical",Won 2 Oscars. Another 66 wins &amp; 87 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzIwNDQyNl5BMl5BanBnXkFtZTcwNDEwNzYyMw@@._V1_SX300.jpg,"56,849",tt0443489,78.0,7.2,Dreamgirls' simple characters and plot hardly detract from the movie's real feats: the electrifying performances and the dazzling musical numbers.,3.4,certified,01 May 2007,Dreamworks,157,http://www.dreamgirlsmovie.com/,44,387814,71.0,"$103,300,000.00",201,http://www.rottentomatoes.com/m/dreamgirls/,0.131666666667
1673,49957,Comedy|Drama,464049,8618.0,"An unruly class of gifted and charming teenage boys are taught by two eccentric and innovative teachers, as their headmaster pushes for them all to get accepted into Oxford or Cambridge.",R,True,English,The History Boys,UK,"Alan Bennett (screenplay), Alan Bennett (play), Gilles Coiffard (french dialogue writer)",74.0,6.9,Nicholas Hytner,22 Dec 2006,"Samuel Anderson, James Corden, Stephen Campbell Moore, Richard Griffiths",2006,"Comedy, Drama, Romance",Nominated for 2 BAFTA Film Awards. Another 2 wins &amp; 12 nominations.,109 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NTMxMzY5MF5BMl5BanBnXkFtZTcwMzY4OTQ0MQ@@._V1_SX300.jpg,"17,905",tt0464049,65.0,6.4,"While not quite having the impact of its original stage version, The History Boys nevertheless is a witty and involving school drama.",3.5,fresh,17 Apr 2007,Fox Searchlight,68,http://www.foxsearchlight.com/site/thehistoryboys/,37,35396,70.0,"$2,568,197.00",105,http://www.rottentomatoes.com/m/history_boys/,0.4375
1674,49961,Drama,465551,1259.0,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",R,True,"English, French",Notes on a Scandal,UK,"Patrick Marber (screenplay), Zoe Heller (novel)",73.0,7.4,Richard Eyre,26 Jan 2007,"Judi Dench, Cate Blanchett, Tom Georgeson, Michael Maloney",2006,"Crime, Drama, Romance",Nominated for 4 Oscars. Another 14 wins &amp; 65 nominations.,92 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTcyMjE3NF5BMl5BanBnXkFtZTcwNDAyNzkzMQ@@._V1_SX300.jpg,"65,341",tt0465551,87.0,7.5,"In this sharp psychological thriller, Judi Dench and Cate Blanchett give fierce, memorable performances as two schoolteachers locked in a battle of wits.",3.7,certified,17 Apr 2007,Fox Searchlight Pictures,149,http://www.foxsearchlight.com/NOAS/,22,77525,83.0,"$17,400,000.00",171,http://www.rottentomatoes.com/m/notes_on_a_scandal/,0.125
1675,50003,Action|Adventure,398913,9053.0,The movie adaptation of the best selling video game series Dead or Alive.,PG-13,True,English,DOA: Dead or Alive,"USA, Germany, UK","J.F. Lawton (screenplay), Adam Gross (screenplay), Seth Gross (screenplay), J.F. Lawton (story)",38.0,4.8,Corey Yuen,15 Jun 2007,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter",2006,"Action, Adventure",1 nomination.,87 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNDQ0NDExMl5BMl5BanBnXkFtZTcwODAxMTk0MQ@@._V1_SX300.jpg,"38,723",tt0398913,34.0,4.5,"With a ridiculous plot and comical acting, checking one's brain at the door is required before watching DOA: Dead or Alive.",2.7,rotten,04 Sep 2007,The Weinstein Co.,15,http://www.weinsteinco.com/,29,472643,36.0,"$260,713.00",44,http://www.rottentomatoes.com/m/doa_dead_or_alive/,0.0133333333333
1676,50064,Drama|Mystery|Thriller,452624,182.0,"While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation which involves his former mistress and his driver.",R,True,"English, German, Russian",The Good German,USA,"Paul Attanasio (screenplay), Joseph Kanon (novel)",49.0,6.1,Steven Soderbergh,19 Jan 2007,"George Clooney, Cate Blanchett, Tobey Maguire, Beau Bridges",2006,"Drama, History, Mystery",Nominated for 1 Oscar. Another 3 wins &amp; 4 nominations.,105 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3ODEzNDMxN15BMl5BanBnXkFtZTcwMzExODkzMQ@@._V1_SX300.jpg,"21,696",tt0452624,32.0,5.0,"Though Steven Soderbergh succeeds in emulating the glossy look of 1940s noirs, The Good German ultimately ends up as a self-conscious exercise in style that forgets to develop compelling characters.",2.9,rotten,22 May 2007,Warner Bros. Pictures,48,http://www.thegoodgerman.com/,100,36638,34.0,"$891,721.00",148,http://www.rottentomatoes.com/m/good_german/,0.34
1677,50068,Drama|War,498380,1251.0,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",R,True,"Japanese, English",Letters from Iwo Jima,USA,"Iris Yamashita (screenplay), Iris Yamashita (story), Paul Haggis (story), Tadamichi Kuribayashi (book), Tsuyoko Yoshido (book)",89.0,7.9,Clint Eastwood,02 Feb 2007,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase",2006,"Drama, History, War",Won 1 Oscar. Another 23 wins &amp; 35 nominations.,141 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_SX300.jpg,"133,693",tt0498380,91.0,8.2,"A powerfully humanistic portrayal of the perils of war, this companion piece to Flags of our Fathers is potent and thought-provoking, and it demonstrates Clint Eastwood's maturity as a director.",3.8,certified,22 May 2007,Warner Bros. Pictures,179,http://iwojimathemovie.warnerbros.com/,18,340605,86.0,"$13,600,000.00",197,http://www.rottentomatoes.com/m/letters_from_iwo_jima/,0.4
1678,50149,Animation|Children|Comedy,308353,5393.0,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",PG,True,English,Happily N'Ever After,"USA, Germany","Robert Moreland, Douglas Langdale (additional writing)",28.0,4.5,"Paul Bolger, Yvette Kaplan",05 Jan 2007,"George Carlin, John DiMaggio, Andy Dick, Sarah Michelle Gellar",2006,"Animation, Adventure, Comedy",1 nomination.,87 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzA3MTA0Mjk1M15BMl5BanBnXkFtZTcwNTE0NTQ0MQ@@._V1_SX300.jpg,"8,785",tt0308353,4.0,3.0,"Happily N'Ever After has none of the moxy, edge, or postmodern wit of the other fairy-tales-gone-haywire CG movie it so blatantly rips off.",2.9,rotten,01 May 2007,Lionsgate,3,http://www.happilyneverafterthefilm.com/,76,244344,34.0,"$151,873,410.00",79,http://www.rottentomatoes.com/m/happily_never_after/,0.0583333333333
1680,50160,Drama,482546,13967.0,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness and success.",PG,True,English,Miss Potter,"UK, USA, Isle Of Man",Richard Maltby Jr.,57.0,7.0,Chris Noonan,09 Mar 2007,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn",2006,"Biography, Drama",Nominated for 1 Golden Globe. Another 5 wins &amp; 4 nominations.,88 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjgzMDIzNjVeQTJeQWpwZ15BbWU3MDE3ODk0NDE@._V1_SX300.jpg,"24,092",tt0482546,66.0,6.2,A charming biopic that maintains its sweetness even in sadder moments.,3.2,fresh,19 Jun 2007,MGM,83,http://www.mgm.com/,43,332516,68.0,"$2,893,474.00",126,http://www.rottentomatoes.com/m/miss_potter/,0.7
